"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"id","Geographic Area Name"," !!Total:"," !!Total:!!Hispanic or Latino"," !!Total:!!Not Hispanic or Latino:"," !!Total:!!Not Hispanic or Latino:!!Population of one race:"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!White alone"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!Black or African American alone"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!American Indian and Alaska Native alone"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!Asian alone"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Not Hispanic or Latino:!!Population of one race:!!Some Other Race alone"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Black or African American"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; American Indian and Alaska Native"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; American Indian and Alaska Native"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; American Indian and Alaska Native"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of six races:"," !!Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of six races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"
"1400000US25001010100","Census Tract 101, Barnstable County, Massachusetts","3664","187","3477","3372","3116","197","11","33","0","15","105","105","28","33","13","0","23","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001010206","Census Tract 102.06, Barnstable County, Massachusetts","3566","77","3489","3352","3234","46","3","35","4","30","137","133","35","35","21","0","28","2","0","0","8","0","0","1","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001010208","Census Tract 102.08, Barnstable County, Massachusetts","2454","66","2388","2308","2199","74","3","16","0","16","80","73","22","9","8","0","29","2","0","0","0","0","0","0","1","0","2","4","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001010304","Census Tract 103.04, Barnstable County, Massachusetts","2672","57","2615","2542","2407","89","3","26","0","17","73","71","14","19","9","2","27","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001010306","Census Tract 103.06, Barnstable County, Massachusetts","3080","72","3008","2900","2777","100","0","15","0","8","108","103","20","18","10","1","51","3","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001010400","Census Tract 104, Barnstable County, Massachusetts","3345","82","3263","3160","3035","66","7","32","0","20","103","96","9","16","20","5","41","0","0","0","5","0","0","0","0","0","0","5","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001010500","Census Tract 105, Barnstable County, Massachusetts","2962","63","2899","2838","2773","19","6","25","1","14","61","59","11","10","12","0","23","0","0","0","0","0","0","1","0","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001010600","Census Tract 106, Barnstable County, Massachusetts","3134","122","3012","2963","2859","68","2","22","0","12","49","43","9","11","9","1","10","0","1","0","1","0","1","0","0","0","0","6","1","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001010700","Census Tract 107, Barnstable County, Massachusetts","3460","86","3374","3306","3189","73","2","28","0","14","68","64","15","11","14","0","21","0","0","0","3","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001010800","Census Tract 108, Barnstable County, Massachusetts","4919","95","4824","4704","4604","33","4","44","2","17","120","106","19","14","31","0","37","0","0","0","4","0","0","0","1","0","0","8","0","0","0","5","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"1400000US25001010900","Census Tract 109, Barnstable County, Massachusetts","5399","211","5188","4994","4759","128","13","60","5","29","194","180","33","40","35","0","64","0","0","0","6","0","0","0","0","2","0","11","0","0","0","10","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001011002","Census Tract 110.02, Barnstable County, Massachusetts","4604","158","4446","4210","3917","187","13","20","0","73","236","217","42","33","15","0","84","0","2","0","38","0","0","2","0","0","1","19","3","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001011100","Census Tract 111, Barnstable County, Massachusetts","5075","153","4922","4728","4537","71","7","58","0","55","194","176","40","25","23","0","77","2","0","0","9","0","0","0","0","0","0","17","4","0","0","11","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001011200","Census Tract 112, Barnstable County, Massachusetts","3761","68","3693","3558","3394","81","10","28","0","45","135","124","20","29","12","2","53","2","0","0","4","0","0","1","1","0","0","10","1","0","0","8","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001011300","Census Tract 113, Barnstable County, Massachusetts","2569","39","2530","2465","2389","37","3","25","0","11","65","62","5","9","7","0","35","0","0","0","6","0","0","0","0","0","0","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001011400","Census Tract 114, Barnstable County, Massachusetts","3052","66","2986","2909","2810","55","5","21","0","18","77","69","10","8","6","0","35","0","0","0","5","0","0","0","0","5","0","5","0","1","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001011500","Census Tract 115, Barnstable County, Massachusetts","4132","143","3989","3804","3519","195","9","31","0","50","185","181","27","30","9","3","98","2","0","3","7","2","0","0","0","0","0","3","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001011600","Census Tract 116, Barnstable County, Massachusetts","3003","137","2866","2677","2334","258","14","32","2","37","189","167","40","45","5","1","58","4","3","0","11","0","0","0","0","0","0","20","4","2","0","8","2","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001011700","Census Tract 117, Barnstable County, Massachusetts","1918","39","1879","1815","1717","59","2","16","1","20","64","58","4","17","12","0","20","0","0","0","5","0","0","0","0","0","0","6","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001011801","Census Tract 118.01, Barnstable County, Massachusetts","2443","46","2397","2338","2310","5","5","16","0","2","59","51","5","8","8","0","27","1","0","0","2","0","0","0","0","0","0","7","0","1","0","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US25001011802","Census Tract 118.02, Barnstable County, Massachusetts","4460","115","4345","4096","3876","110","2","60","0","48","249","230","26","41","25","0","128","1","0","1","7","0","0","0","0","1","0","18","5","2","0","8","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001012001","Census Tract 120.01, Barnstable County, Massachusetts","5978","170","5808","5496","4949","320","4","101","1","121","312","291","28","38","22","0","190","3","7","0","2","0","0","0","0","1","0","21","7","0","0","10","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001012002","Census Tract 120.02, Barnstable County, Massachusetts","3265","176","3089","2814","2500","143","11","75","3","82","275","259","29","27","5","0","170","9","0","0","18","0","0","1","0","0","0","16","0","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001012101","Census Tract 121.01, Barnstable County, Massachusetts","5608","323","5285","4830","4228","304","18","96","1","183","455","427","71","44","17","4","274","4","0","0","12","0","0","0","1","0","0","22","11","0","0","7","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","6","0","0","2","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001012102","Census Tract 121.02, Barnstable County, Massachusetts","3269","317","2952","2693","2460","105","5","48","2","73","259","240","23","9","15","0","172","1","2","1","15","0","0","0","2","0","0","19","1","1","0","9","1","0","1","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001012200","Census Tract 122, Barnstable County, Massachusetts","5055","95","4960","4770","4664","32","23","40","0","11","190","176","22","32","19","5","86","0","2","0","9","0","0","0","0","1","0","13","3","2","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001012502","Census Tract 125.02, Barnstable County, Massachusetts","3709","265","3444","2885","2386","224","11","62","0","202","559","533","37","12","21","0","434","2","0","0","22","0","0","0","5","0","0","25","7","0","0","10","0","0","5","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001012601","Census Tract 126.01, Barnstable County, Massachusetts","3298","256","3042","2686","2166","212","19","155","9","125","356","336","27","28","17","4","221","12","0","0","21","0","0","0","0","6","0","17","2","0","0","12","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001012602","Census Tract 126.02, Barnstable County, Massachusetts","5668","796","4872","3963","2740","621","50","185","2","365","909","829","72","38","13","2","615","12","8","1","64","0","0","4","0","0","0","69","17","0","0","31","0","0","3","2","3","0","0","0","13","0","0","0","0","0","0","0","11","0","0","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001012700","Census Tract 127, Barnstable County, Massachusetts","4642","146","4496","4164","3840","144","5","58","0","117","332","304","11","27","21","3","221","0","1","0","16","0","0","0","0","3","1","22","4","0","0","15","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1400000US25001012800","Census Tract 128, Barnstable County, Massachusetts","4120","120","4000","3685","3419","123","16","54","0","73","315","301","21","23","8","0","234","0","0","0","14","0","0","1","0","0","0","14","7","0","0","4","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001012900","Census Tract 129, Barnstable County, Massachusetts","4373","153","4220","3862","3582","126","13","58","3","80","358","340","32","27","20","2","231","2","0","0","26","0","0","0","0","0","0","16","4","0","0","7","1","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001013002","Census Tract 130.02, Barnstable County, Massachusetts","2988","73","2915","2791","2689","24","2","36","0","40","124","122","9","11","15","2","77","3","0","0","3","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001013100","Census Tract 131, Barnstable County, Massachusetts","5969","145","5824","5513","5265","88","23","65","5","67","311","290","28","54","27","2","143","14","0","0","22","0","0","0","0","0","0","19","4","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001013200","Census Tract 132, Barnstable County, Massachusetts","5137","146","4991","4752","4547","63","22","72","0","48","239","210","21","44","14","0","106","1","2","0","20","0","0","2","0","0","0","26","4","1","0","15","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001013300","Census Tract 133, Barnstable County, Massachusetts","3275","69","3206","3131","3050","10","4","56","1","10","75","69","7","30","3","1","25","0","1","0","1","0","0","1","0","0","0","6","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001013400","Census Tract 134, Barnstable County, Massachusetts","3893","58","3835","3729","3667","12","2","29","2","17","106","97","6","15","6","0","65","1","0","0","2","0","0","0","2","0","0","9","1","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001013500","Census Tract 135, Barnstable County, Massachusetts","6884","196","6688","6455","6198","36","21","125","0","75","233","224","24","42","40","0","111","3","0","0","1","0","0","0","1","2","0","9","5","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001013600","Census Tract 136, Barnstable County, Massachusetts","6203","155","6048","5741","5491","57","11","142","0","40","307","274","37","45","62","2","118","5","2","0","3","0","0","0","0","0","0","30","14","1","0","8","0","1","0","2","0","0","0","0","4","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001013700","Census Tract 137, Barnstable County, Massachusetts","5435","155","5280","5050","4869","59","22","50","3","47","230","201","29","50","17","5","86","1","1","0","8","0","0","0","0","4","0","27","2","0","0","11","0","0","6","8","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001013800","Census Tract 138, Barnstable County, Massachusetts","5054","80","4974","4773","4521","63","14","111","0","64","201","174","33","26","19","2","70","3","1","0","18","0","0","0","0","2","0","22","5","0","0","10","0","0","2","1","0","0","0","0","4","0","0","0","0","0","0","0","5","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001013900","Census Tract 139, Barnstable County, Massachusetts","4890","69","4821","4656","4471","35","15","95","0","40","165","140","17","38","33","0","43","1","0","0","3","1","2","0","0","2","0","19","0","0","0","16","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001014002","Census Tract 140.02, Barnstable County, Massachusetts","4284","86","4198","4031","3848","62","41","42","5","33","167","143","29","25","20","0","47","3","0","0","18","0","0","0","1","0","0","20","3","0","0","13","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001014100","Census Tract 141, Barnstable County, Massachusetts","797","119","678","640","538","85","0","11","0","6","38","35","12","11","4","2","3","0","1","0","2","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001014300","Census Tract 143, Barnstable County, Massachusetts","4593","96","4497","4348","4234","35","4","63","0","12","149","135","18","35","25","2","44","0","1","0","9","0","0","0","0","0","1","14","1","0","0","9","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001014402","Census Tract 144.02, Barnstable County, Massachusetts","7201","171","7030","6561","6120","157","29","152","4","99","469","421","62","68","47","0","187","2","0","0","47","0","0","5","0","3","0","45","0","1","0","23","0","0","13","0","3","0","2","0","2","0","0","0","1","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001014500","Census Tract 145, Barnstable County, Massachusetts","5481","147","5334","4990","4689","120","36","47","0","98","344","282","27","73","10","4","119","7","0","0","35","0","0","1","0","5","1","58","4","0","0","49","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001014600","Census Tract 146, Barnstable County, Massachusetts","4378","132","4246","3998","3637","117","49","86","0","109","248","214","35","20","22","0","102","2","4","0","28","0","0","0","0","1","0","33","10","0","0","18","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1400000US25001014700","Census Tract 147, Barnstable County, Massachusetts","3646","107","3539","3308","3059","94","28","48","1","78","231","212","7","41","17","0","112","2","2","0","31","0","0","0","0","0","0","18","3","1","0","12","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
